recording_id,driver,driving_style,vehicle,phone_model,country,region,tyre_pressure_code,has_v_data,has_s_data,is_paired,is_synchronized,v_file_path,s_file_path,v_rows,s_rows,v_cols,s_cols,duration_seconds,duration_minutes,start_lat,start_lon,end_lat,end_lon,min_lat,max_lat,min_lon,max_lon,distance_km_approx,max_speed_kmh,v_gps_dropouts_count,s_sensor_names,split
VW16A,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Warwick / Leamington / Coventry,C,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vw (Driver E)\Vw16a\V-Vw16a.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vw (Driver E)\Vw16a\S-Vw16a.csv,5879.0,5879.0,29.0,24.0,587.8,9.8,52.5962764,-1.6089172,52.5633547,-1.499184,52.5633547,52.5962764,-1.6089375,-1.499184,8.42,83.5,0.0,accel+gyro+gravity+mag+orientation,train
VW16B,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Warwick / Leamington / Coventry,C,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vw (Driver E)\Vw16b\V-Vw16b.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vw (Driver E)\Vw16b\S-Vw16b.csv,1126.0,1126.0,29.0,24.0,112.5,1.88,52.5629684,-1.4978804,52.5556237,-1.4727990999999998,52.5556237,52.5629684,-1.4978804,-1.4727990999999998,1.87,86.3,0.0,accel+gyro+gravity+mag+orientation,train
VW17,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Warwick / Leamington / Coventry,C,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vw (Driver E)\Vw17\V-Vw17.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vw (Driver E)\Vw17\S-Vw17.csv,329.0,329.0,29.0,24.0,32.8,0.55,52.5552759,-1.4716621,52.5531489,-1.4645459,52.5531489,52.5552759,-1.4716621,-1.4645459,0.53,72.7,0.0,accel+gyro+gravity+mag+orientation,train
VW2,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Warwick / Leamington / Coventry,C,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vw (Driver E)\Vw02\V-Vw2.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vw (Driver E)\Vw02\S-Vw2.csv,52712.0,52713.0,29.0,24.0,5271.1,87.85,52.5547098,-1.4630591,52.0256195,-0.7316616,52.0253006,52.5551885,-1.4642955,-0.6026129,98.37,115.4,14.0,accel+gyro+gravity+mag+orientation,train
VW3,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Warwick / Leamington / Coventry,C,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vw (Driver E)\Vw03\V-Vw3.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vw (Driver E)\Vw03\S-Vw3.csv,3861.0,3861.0,29.0,24.0,386.0,6.43,52.0248503,-0.7339073,52.0474457,-0.7557498,52.0215213,52.04897570000001,-0.7557498,-0.7339073,4.92,77.4,0.0,accel+gyro+gravity+mag+orientation,train
VW4,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Warwick / Leamington / Coventry,C,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vw (Driver E)\Vw04\V-Vw4.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vw (Driver E)\Vw04\S-Vw4.csv,126527.0,126526.0,29.0,24.0,12652.6,210.88,52.0474942,-0.7561525,52.2079729,-2.185303,51.9462826,52.3909102,-2.2535474,-0.6908510999999999,214.0,131.9,1.0,accel+gyro+gravity+mag+orientation,train
VW5,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Warwick / Leamington / Coventry,C,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vw (Driver E)\Vw05\V-Vw5.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vw (Driver E)\Vw05\S-Vw5.csv,1012.0,1012.0,29.0,24.0,101.1,1.68,52.2085728,-2.1874230000000003,52.2113438,-2.1869161,52.2085728,52.2113438,-2.1899472,-2.1869161,0.66,37.4,0.0,accel+gyro+gravity+mag+orientation,train
VW6,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Warwick / Leamington / Coventry,C,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vw (Driver E)\Vw06\V-Vw6.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vw (Driver E)\Vw06\S-Vw6.csv,1281.0,1281.0,29.0,24.0,128.0,2.13,52.2113431,-2.1868775,52.2110328,-2.1870388000000003,52.2110328,52.2141893,-2.1884019999999995,-2.1841732,1.07,40.7,0.0,accel+gyro+gravity+mag+orientation,train
VW7,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Warwick / Leamington / Coventry,C,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vw (Driver E)\Vw07\V-Vw7.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vw (Driver E)\Vw07\S-Vw7.csv,1602.0,1602.0,29.0,24.0,160.1,2.67,52.2032574,-2.196309,52.203239100000005,-2.1960868,52.2017813,52.203283000000006,-2.2020549,-2.195652,1.15,42.2,0.0,accel+gyro+gravity+mag+orientation,train
VW8,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Warwick / Leamington / Coventry,C,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vw (Driver E)\Vw08\V-Vw8.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vw (Driver E)\Vw08\S-Vw8.csv,1529.0,1529.0,29.0,24.0,152.8,2.55,52.2031265,-2.1977284000000004,52.2032518,-2.1961867,52.201789100000006,52.2032518,-2.202046,-2.1956592,1.05,46.4,0.0,accel+gyro+gravity+mag+orientation,train
VW9,Driver E,Aggressive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Warwick / Leamington / Coventry,C,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vw (Driver E)\Vw09\V-Vw9.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Vw (Driver E)\Vw09\S-Vw9.csv,553.0,552.0,29.0,24.0,55.2,0.92,52.2028035,-2.2002006000000005,52.2015475,-2.2057507000000003,52.2015475,52.2028035,-2.2057739,-2.2002006000000005,0.42,42.0,0.0,accel+gyro+gravity+mag+orientation,train
Y1,Driver D,Defensive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Coventry,E,True,True,True,True,Synchronised V abd S datasets\Categorised IOVNB Dataset\Y (Driver D)\Y1\V-Y1.csv,Synchronised V abd S datasets\Categorised IOVNB Dataset\Y (Driver D)\Y1\S-Y1.csv,70285.0,70285.0,29.0,24.0,7666.8,127.78,52.4054304,-1.5008119,52.4055687,-1.5003031,52.3947335,52.4708991,-1.5457938,-1.4701938,60.51,87.5,79.0,accel+gyro+gravity+mag+orientation,train
Y2,Driver D,Defensive,Ford Fiesta Titanium (FWD),Huawei P20 Pro,United Kingdom,Coventry,E,True,False,False,False,Unsynchronised V and S Dataset\Categorised IOVNB (V) Dataset\V Dataset\Y (Driver D)\Y2\V-Y2.csv,,57213.0,,29.0,,5721.2,95.35,52.40716380000001,-1.5244733,52.4056331,-1.5001644000000005,52.3376429,52.4119814,-1.581401,-1.4964588000000003,46.71,73.3,37.0,,train
